,r_points,r_text,place,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
580,30,"Castelli hotel belongs to same chain as nearby Holiday Inn, thus the same services are available for the guests of Castelli as that of Holiday Inn. Distance between the two hotels is app. 200 meters so it's convenient to use the spa, swimming pool, fittness centre and other services of Holiday Inn.Castelli is not fancy but for regular travelling it's sufficient. Rooms are clean and comfortable, breakfast is what you expect from this grade hotel, if not a bit better. City centre is within walking distance. There is a good service of wifi coverage in Castelli, though you have to pay 6€ to use it for 24 hours, though the time does not count from the first login, since it is 24 hours of online time within 7 days.You can smoke in room but not at the lobby.",Castelli Hotel,Review 90 Similarity,0.45601459299999997,,,"{'neg': 0.039, 'neu': 0.844, 'pos': 0.117, 'compound': 0.9114}",0.9114,pos
581,30,"we went for a weekend in june 2013, hotel ideally situated for old town and for the crossing of the border but everything is dated.Rooms need upgrading, food needs upgrading.staff were very friendly and help ful though",Castelli Hotel,Review 78 Similarity,0.454369467,,,"{'neg': 0.0, 'neu': 0.757, 'pos': 0.243, 'compound': 0.8906}",0.8906,pos
582,50,"The location of this hotel was perfect, close to the bus station and to the centre of town. I arrived and was able to check in early, which was extremely convenient. The concierge answered my million questions about what buildings were were (I was travelling on business, and had never visited Nicosia before). The room was well kept and clean, and the breakfast buffet was delightful. Would definitely stay again.",Castelli Hotel,Review 47 Similarity,0.449013255,,,"{'neg': 0.0, 'neu': 0.81, 'pos': 0.19, 'compound': 0.9325}",0.9325,pos
584,30,"I stayed at the Castelli hotel for two weeks when I attended a course abroad in Cyprus. The staff were always helpful when needed and the wifi was really fast. The aesthetics of the rooms are quite average, and the sound proofing between rooms are not that great, but if you just need a place to stay for a short while its really not that bad. The morning and evening buffets are really good, its difficult not to over eat, haha. The hotel is also situated very close to the main street and markets and the border to the Turkish side is also just walking distance away. I haven't stayed in other hotels in Cyprus so I can't really compare it with whats around. My opinion is just what I have experienced back home in Namibia and South Africa.Ps. I am not sure if it is just the exchange rate not in my favor, but doing laundry at the hotel is soooo expensive so pack enough clothes or make some sort of plan B ;)",Castelli Hotel,Review 33 Similarity,0.44641822200000003,,,"{'neg': 0.061, 'neu': 0.851, 'pos': 0.089, 'compound': 0.7309}",0.7309,pos
585,30,"We were only for one night stay at this hotel. The room was ready for us at 4 in the afternoon!! It was a large room facing to nowhere! From the one window we were looking to big tubes and machine!.. The bed was large and comfortable. Small bathroom with very ""old"" towels. Clean room and free WiFi. Flat tv but no good reception. The air-condition doesn't works at all. Only made noise and no cold air!! It was a very warm day at Nicosia, so we open the window to take a breath!! We asked reception about the air-condition, they went to our room to see it, but nothing else. We had all night the window open. Breakfast was average and we talk to waiter to fill the buffet plates because there were empty as well as the hot water for tea. She serves almost all the buffet plates and bring hot water.All staff were very polite and make efforts to serve us as better as they could.Location of hotel is fine. There is a small parking place in front of the hotel.",Castelli Hotel,Review 52 Similarity,0.440293721,,,"{'neg': 0.039, 'neu': 0.838, 'pos': 0.123, 'compound': 0.9407}",0.9407,pos
586,30,"Let me start with what's nice about Castelli. First of all, the location. Close to the central Ledra street, yet tucked away around the corner so not noisy and crowded.Staff is nice. Breakfast was pretty good.Rooms were so and so. I don't mind if they're a little scruffy here and there - not everything has to be brand new and modern, sometimes there's a lot more charm in old-fashioned furnishings but in that case you have to make sure everything is squeaky clean. Unfortunately - as many others have mentioned here - that is not the case. There's dust and hair on carpets, in bathrooms, also dubious looking stains on carpets, furnishings, curtains, even lampshades... With a little bit of work this could easily be avoided and this hotel could be a much better place.",Castelli Hotel,Review 36 Similarity,0.43122877299999995,,,"{'neg': 0.064, 'neu': 0.781, 'pos': 0.155, 'compound': 0.8832}",0.8832,pos
587,50,"- We stayed on Castelli for 3 nights. We have no negative comments. Everything where just fine.- AC was perfect, towels changed daily and breakfast was nice for a 3 star hotel.Free and fast WI-FI for all your devices, what else you ask more.- Very central with is own private parking.Thank you all for a lovely stay.Margaret RM181",Castelli Hotel,Review 17 Similarity,0.42333375700000003,,,"{'neg': 0.092, 'neu': 0.748, 'pos': 0.16, 'compound': 0.6597}",0.6597,pos
588,50,"The service was very good, very friendly and helpful, they leave you very comfortable. The hotel is well located near the center, The room was very spacious.Excellent cleaning service, well organised.",Castelli Hotel,Review 5 Similarity,0.41478067799999996,,,"{'neg': 0.028, 'neu': 0.558, 'pos': 0.414, 'compound': 0.9486}",0.9486,pos
589,20,"Finding a good hotel in Nicosia is a challenge, and my Castelli experience confirmed it. The room size was fine but the attempt at renovating it ended with the laminated floor. The small bathroom showed it's old age and the view from my room was awful. The furniture in it was a mix of old and new, but not a tasteful result.For €80/night one can get a great room in Dubai, so massive investments must be made in Nicosia's hospitality industry.",Castelli Hotel,Review 37 Similarity,0.41478067799999996,,,"{'neg': 0.047, 'neu': 0.834, 'pos': 0.119, 'compound': 0.631}",0.631,pos
590,20,"My room was clean but others in my party complained they had insects crawling in their room. The decor needs refreshing as it is outdated. The receptionist I dealt with was good: friendly, helpful, polite. All the others just seemed to do the bare minimum they needed to do. I get the feeling this stems from the mico-managing hotel owner: everything has to be done his way or take a hike kind of attitude. The continental breakfast was ok. It was basic but there was a small selection of cereals, breads, and meat. Pleasant.There are better hotels in Nicosia for the same price range.",Castelli Hotel,Review 11 Similarity,0.40730654,,,"{'neg': 0.03, 'neu': 0.757, 'pos': 0.213, 'compound': 0.9686}",0.9686,pos
591,20,"We usually use Holiday Inn hotel for the accommodation of our guests from abroad. This time the Holiday Inn was fully booked so they suggested to us their 3* hotel (which belongs to the same people) 30m away. It was the first and the last time we use this hotel. On of our guests stayed in room number 382 and the next morning he was complaining to me that the A/C was not working sufficiently so I told the receptionist to fix it or change the room for our guest. He promised he will make sure that the A/C will be fixed since there was no extra room. The next morning the same story was repeated. Our guest in room number 382 stayed awake all the night since it was very hot and A/C was not working properly. Again I told the same guy to fix the problem or change the room. He did nothing and the next day the story was repeated and so on!!!!!!!!!!!!!!!!!!!!!!!! At least if it is summer, I suggest not to risk it. In winter, maybe the things are better, however I don't know. But what is very bad is the lack of response from the receptionist!!!!!!!!!!!!!!!!!",Castelli Hotel,Review 75 Similarity,0.401609664,,,"{'neg': 0.059, 'neu': 0.855, 'pos': 0.086, 'compound': 0.5979}",0.5979,pos
594,20,"We enjoyed our stay in Nicosia but we were a bit disappointed in the facilities of the hotel. Its position close to Ledra Street is excellent, but you have to walk through a pretty run-down area to get there; not pleasant at night! The staff were all helpful and the breakfast waitress was particularly friendly. The breakfast buffet was good and the coffee, from a machine, was excellent. There is no bar, cafe or restaurant, except for breakfast, and the public areas are tired and uninviting.The beds were comfortable but covered in plastic protector - must be hell in summer. Our room was rather dark and was at street level so it felt a bit public with the curtains open. The bathroom was fine.Overall, we were rather disappointed in the hotel; an enormous contrast to their website!",Castelli Hotel,Review 89 Similarity,0.381661267,,,"{'neg': 0.141, 'neu': 0.668, 'pos': 0.192, 'compound': 0.8741}",0.8741,pos
595,30,"Its an average hotel, low budget with not something special. Its good choice if you dont have enough budget and breakfast is average. Place is quite to sleep but I dint have time to use the next door gym of holiday inn",Castelli Hotel,Review 91 Similarity,0.381000381,,,"{'neg': 0.07, 'neu': 0.81, 'pos': 0.12, 'compound': 0.514}",0.514,pos
596,40,"Excellent weekend at this hotel, the room was large, clean and comfortable. The staff were very pleasant and helpful, the buffet breakfast excellent with a good choice of hot or cold food. The bathroom needed updating but was our only reson for not giving 5 stars. The hotels position is ideal for looking around the old town and crossing the borded on foot.",Castelli Hotel,Review 92 Similarity,0.381000381,,,"{'neg': 0.034, 'neu': 0.701, 'pos': 0.264, 'compound': 0.9328}",0.9328,pos
597,50,"Perfect locations, the hotel is in oldtown, just walking distance ( 3 min ) is the bus station and 5 min shops, bars, restaurant , Turkish border. Room 284 was spacious and clean, the staff very friendly, the breakfast gives very hearty meals. Wifi in rooms, but f your package is not includes free, the fee is 6 EUR / day ( 24 hrs). I am obdurate, but to tell the truth I felt great myself there , it was really good choice.",Castelli Hotel,Review 72 Similarity,0.37336432799999997,,,"{'neg': 0.041, 'neu': 0.737, 'pos': 0.223, 'compound': 0.9411}",0.9411,pos
599,40,"I stayed in the Castelli Hotel during a weekend trip to Nicosia. The Hotel is located in the city centre. The hotel is a small hotel with very helpful staff as they gave me and my partner great tips of what to see in Nicosia and where it is worth of going to!!! The rooms of the Hotel are nice, clean and have a nice balcony. We had a great time in the Hotel as well as in Nicosia therefore would for sure recomend it!",Castelli Hotel,Review 102 Similarity,0.359210604,,,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.9778}",0.9778,pos
600,30,"Being in the city, this hotel was good value for its location, car park, breakfast and wifi. Don't expect any more than that! It was a short walk to the main area of Ledras-crossing to North, bus terminal. Next time stay no more than 1 night in Nicosia instead stay over at Kernia/Girnia.",Castelli Hotel,Review 51 Similarity,0.352234977,,,"{'neg': 0.039, 'neu': 0.86, 'pos': 0.1, 'compound': 0.5255}",0.5255,pos
601,40,"This hotel is a little old fashioned with good rooms, good beds and shower.Clean rooms, free wifi and a breakfast with a good selection; although more English style.Free parking, but with limited space!Convenient situated within the city walls its on walking distance from Ledrastreet.Good hotel for a short stay.",Castelli Hotel,Review 53 Similarity,0.343471033,,,"{'neg': 0.046, 'neu': 0.79, 'pos': 0.164, 'compound': 0.6049}",0.6049,pos
602,40,"I stayed here three nights for a business trip. Location is great near central bus station, Ledras street and Cyprus museum. Rooms were comfortable but furniture is dated, carpet worn. The faucet in my bathroom could not be positioned where it would not drip, and room and halls were not well cleaned, e.g. hair clumps on carpet. Breakfast buffet was limited but with good variety. The hotel was good budget value for the price.",Castelli Hotel,Review 15 Similarity,0.339422117,,,"{'neg': 0.085, 'neu': 0.737, 'pos': 0.178, 'compound': 0.8454}",0.8454,pos
607,10,"We upgraded to a suite and because of the price our expectations were not high. Two little chairs and a small table in a dark corner doesn't make a room a suite. Told there was free parking which would have been great had there been anywhere to park. The car ended up on the street round the corner outside the fire station.Very dark unloved hotel with front desk guy totally uninterested.Air conditioning doesn't work and the 'suite' was like an oven. Got fobbed off royally by said front desk staff member. Promised he would have a free standing fan sent up. When we got back late evening, still no fan. Female front desk manager was most helpful. But. First fan didn't work. Neither did the second one. She was most apologetic but could do no more. It was about 28 degrees in the room so we sweated all night.Breakfast is included but we are giving that a miss. Only thing in this hotels favour is location. Won't stay here again.Tea facilities available but there's no plug socket for the kettle. TV reception rubbish.",Castelli Hotel,Review 54 Similarity,0.30485069800000003,,,"{'neg': 0.065, 'neu': 0.811, 'pos': 0.124, 'compound': 0.8607}",0.8607,pos
