,r_points,r_text,place,Unnamed: 3,Unnamed: 4,scores,compound,score
149,50,we visited last night the restaurant and we were amazed by the quality of french food. we tried onion soup and salad with apple for starter which were excellent.we ordered for main mussels which are definately recommented and chicken with mushroom cream that was excellent as well. the waitress made a great choice of wine which had a great taste. service was fast and very welcome to help you. definately deserves a 5 star and cant wait to visit it again. recommended for everyone. not very expensive and food is of great quality!,Brasserie Au Bon Plaisir,Review 141 Similarity,0.337052649,"{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.9829}",0.9829,pos
150,30,"Atmosphere was really nice, crew very nice and polite (family i believe).but salad was really poor, main dishes were ok but priced as great.",Brasserie Au Bon Plaisir,Review 80 Similarity,0.324918217,"{'neg': 0.07, 'neu': 0.571, 'pos': 0.36, 'compound': 0.846}",0.846,pos
151,50,"This is one small restaurant where I meet regularly with friends - for different reasons every time and even different people. I was never disappointed and each evening was a unique experience.Food is excellent and so is the service. We have our little corner usually but on every other occasion I can choose where I prefer to sit.....The who menu is unique and soooooo good ..... the very best in all of Cyprus ..... are the french fries ....... local potatoes, fresh and hand cut ...... when served hot and crispy !",Brasserie Au Bon Plaisir,Review 127 Similarity,0.324918217,"{'neg': 0.026, 'neu': 0.744, 'pos': 0.23, 'compound': 0.9689}",0.9689,pos
152,40,"Good french restaurant, with nice and fresh ingredients. Interesting old style decoration. Worth a visit and why not coming back. Nice and friendly staff.",Brasserie Au Bon Plaisir,Review 170 Similarity,0.324918217,"{'neg': 0.068, 'neu': 0.469, 'pos': 0.463, 'compound': 0.9094}",0.9094,pos
153,50,"Celebrated our wedding anniversary today. It's great to unexpectedly discover awesome place in the heart of the city. We had a great time and enjoyed the place, the cuisine, the service. We will visit you again :) Thank you Brasserie Au Bon Plaisir!",Brasserie Au Bon Plaisir,Review 122 Similarity,0.324617227,"{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.9778}",0.9778,pos
154,40,"Lovely French bistro in Nicosia. I particularly like the mussels and foie gras though most dishes are very good and what you would want to see from a French brasserie. Service is friendly, efficient and informal making for a relaxed family run ambience. There’s a good wine list and the decor is cosy and welcoming. Add it all up and what’s not to like?",Brasserie Au Bon Plaisir,Review 166 Similarity,0.324617227,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.9802}",0.9802,pos
156,50,The best French restaurant in Cyprus (and Greece).Fine quality of the fresh prepared meals. I would for sure visit it again.,Brasserie Au Bon Plaisir,Review 26 Similarity,0.321287732,"{'neg': 0.0, 'neu': 0.599, 'pos': 0.401, 'compound': 0.8658}",0.8658,pos
157,40,"This is something that Nicosia was missing. Traditional French cuisine, a proper one. The vibe was perfect, lighting and music. Staff was more than helpful and willing to answer all our questions regarding their special plates. The menu is rich, also their wine list.",Brasserie Au Bon Plaisir,Review 44 Similarity,0.321287732,"{'neg': 0.041, 'neu': 0.713, 'pos': 0.245, 'compound': 0.8974}",0.8974,pos
159,50,Last night we went for dinner at Brasserie Au Bon Plaisir the food and service were amazing! We were really impressed and we definitely want to come back! We tasted unique flavours of wild boar and beef. Paid 35 euro per person for a 3 course meal and a bottle of wine.,Brasserie Au Bon Plaisir,Review 139 Similarity,0.317500318,"{'neg': 0.0, 'neu': 0.793, 'pos': 0.207, 'compound': 0.8951}",0.8951,pos
160,40,"I will begin by saying that I have lived in Paris for almost two years so I am able to judge more honestly than most nationals in Cyprus.This restaurant I very much doubt has FRESH mussels every Thursday as promises... and the food is an average Brasserie style with overpriced food for the standard it claims to offer, but better than most other restaurants.I must say they do a very nice selection of mussels served with great fries and a divine Creme brûlée which the staff ignite in front of their customers, far better than the profiterole which was bland and chocolate nothing like in Paris.The warm foie gras is quite nice and perfectly cooked but the steaks we found to be a little stiff and that was not because of a particular type of cut, as the filet mignon was poorly too in flavour and quality. The onion soup although fresh almost seemed like it was from a tin probably because something was missing in the recipe to create the unique french style my case buds are accustomed to...for Cyprus standards I must admit it is very good overall especially when they host Opera nights and stimulate the ambiance...makes a classy change from listening to annoying silly Greek music everywhere I go most ridiculously in Sushi bars.This restaurant keeps a higher standard than most.",Brasserie Au Bon Plaisir,Review 86 Similarity,0.317011479,"{'neg': 0.074, 'neu': 0.7, 'pos': 0.226, 'compound': 0.9915}",0.9915,pos
161,50,"After moving to its new location, the Brasserie has finally found its bearings. The new location is more spacious but has retained its warmth and cosy atmosphere. During the Christmas period, I had the opportunity to taste their festive menu and was impressed with the quality of the food and the care and efficiency of its service. The oysters were great, fresh and appetizing, the suckling pig nicely cooked and crispy served with roasted potatoes. Finally, the cheese cake was as always home made and excellent. Au Bon Plaisir is one of the few restaurants in Nicosia which has an authentic French menu and which has matured into a great place to spend an evening out.",Brasserie Au Bon Plaisir,Review 112 Similarity,0.313544721,"{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.9942}",0.9942,pos
162,50,"What can I say about this restaurant?Perhaps the most stunning part, is that it's in Cyprus. In Nicosia even. You'd expect this kind of place to be found either in the heart of a big city or lost in the midst of the most secretly special places in the world.Without a doubt the best restaurant in Cyprus. If I find anything better, I swear i'll come and edit this review.I eat my meat blue, aged and with a passion.The meat here was just as good as my favorite restaurant in South Africa. Brasserie Au Bon Plaisir's t-bone (850g) that I ate was cooked to perfection, from the Charolais cattle (imported from France), aged some 30+ days.Wine was stunning, dessert (home made vodka and french chocolate desert) was fantastic, appetizers were amazing, meat was exquisite, host, environment, music and overall experience was perfect.p.s. They had me at the garlic butter. Divine.",Brasserie Au Bon Plaisir,Review 124 Similarity,0.313544721,"{'neg': 0.035, 'neu': 0.752, 'pos': 0.213, 'compound': 0.9855}",0.9855,pos
164,40,"French cuisine experience that is worth to try. Our second visit was certainly much better than the first. The T-bone steak that my boyfriend had was amazing. I had muscles, the blue cheese recipe, and they tasted great. Fresh and smooth texture of the sauce. Good selection of wines. The service is good though there is still space for improvement.",Brasserie Au Bon Plaisir,Review 64 Similarity,0.311085508,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9756}",0.9756,pos
165,50,"You can choose from the menu anything you like and you can be sure to enjoy a lovely meal with the french finesse ! To complete a wonderful meal, you have a delicious variety of desserts !",Brasserie Au Bon Plaisir,Review 68 Similarity,0.311085508,"{'neg': 0.0, 'neu': 0.568, 'pos': 0.432, 'compound': 0.9627}",0.9627,pos
166,50,"This cosy and unpretentious locale was a pleasant surprise on a busy Saturday night in Nicosia. Cassienne, our French hostess, was courteous and pleasant. The food was of high quality and skilfully prepared, and although the restaurant was full, we had the attention of the staff when it was needed. We ordered mussels in marniere sauce with fries, and a Norwegian salmon steak in honey mustard sauce with rice and vegetables. Both were delicious, and we topped it off with a crème brulee singed to perfection at our table! Although the prices are not cheap, they are reasonable given the quality, and not beyond the reach of an average pocket. The location of the restaurant is very urban, on the corner of a built-up town square which is not very scenic; but Cassienne compensates for it by creating as pleasant a space as possible with wooden tables, paintings on the walls and romantic candles. In all, it was an experience worth repeating several times!",Brasserie Au Bon Plaisir,Review 147 Similarity,0.311085508,"{'neg': 0.006, 'neu': 0.835, 'pos': 0.159, 'compound': 0.9746}",0.9746,pos
