,r_points,r_text,place,No of review,cosine sim,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,scores,compound,score
356,40,"I stayed here on my way back from Paphos and was pleased to enjoy all the amenities I have come to expect at Hilton properties. Our rooms were not ready when we arrived but the staff kindly offered us a spare room to rest before we headed out to the town. (Tip: allow time for a taxi to arrive. There were none outside the hotel at midday.) Our rooms were upgraded and we were happy to see complimentary treats and wine in the rooms when we eventually got there. Nice pool view and the usual amenities (for example, I always look for two robes for two people. At many hotels I find there is one and have to call for a second when needed). Breakfast comprised a good buffet selection and friendly service. My one complaint was about poor bar service. While waiting for my party, I tried in vain to get the young folk to come over to where I was sitting. Young person acknowledged me but she never came over (sigh), although there were only three other people there having some sort of business meeting.. On the positive side, I want to thank Maria for forwarding my swimsuit to me. It took some time and the front desk was not helpful via phone (as opposed to in person) but I did receive the package a couple of weeks later. Thanks, Maria. Hope you get a chance to get back to NY.)",Hilton Nicosia,,,Review 56 Similarity,0.48795003600000003,Review 36 Similarity,0.421637021,"{'neg': 0.055, 'neu': 0.748, 'pos': 0.197, 'compound': 0.991}",0.991,pos
357,30,"A friendly hotel, a short taxi ride from the city centre. Breakfast had a wide range of choices. The swimming pool was a welcome addition after a hot day out, though we understand it was a bit cold in the morning. The room was of average size with standard facilities. The staff were generally polite and very helpful. Despite being outside the city centre, there seemed to be a steady stream of taxis outside and it was walking distance from some local shops and restaurants.",Hilton Nicosia,,,Review 360 Similarity,0.472455591,Review 52 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.89, 'pos': 0.11, 'compound': 0.8516}",0.8516,pos
358,40,"The hotel and staff are excellent, as a Diamond member we were treated very well. We were given a very late checkout at no extra cost and were offered food prior to leaving for the airport. HOWEVER, make sure you do not have a room facing the road as people race their noisy tuned up cars and motorbikes up and down the road all night at the weekends and no amount of double glazing kept the noise out of the room.",Hilton Nicosia,,,Review 709 Similarity,0.472455591,Review 56 Similarity,0.40824829,"{'neg': 0.069, 'neu': 0.808, 'pos': 0.123, 'compound': 0.6901}",0.6901,pos
359,50,What can I say. The staff is amazing. They cater to your every need. The facilities are impeccable. I did not feel that I was taking a trip abroad while staying here. Rooms are well design and maintained. Room service is excellent. Love the little threats they leave you. It is a really nice gesture. I will definitely stay here again.,Hilton Nicosia,,,Review 34 Similarity,0.404061018,Review 147 Similarity,0.40824829,"{'neg': 0.036, 'neu': 0.67, 'pos': 0.294, 'compound': 0.9528}",0.9528,pos
360,40,"Beautiful hotel with great service and facilities; for a city hotel you also get the best there is when it comes to swimming and relaxing. My room was extremely big, including a desk, couch and walk in closet.",Hilton Nicosia,,,Review 598 Similarity,0.404061018,Review 156 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.675, 'pos': 0.325, 'compound': 0.9468}",0.9468,pos
361,50,"outstanding customer service. It was my family holiday, my children just loved it. It was very difficult for me to take them out from hotel and they still miss the place. Special thanks to Niki at the front desk as she was brilliant and Executive lounge.",Hilton Nicosia,,,Review 226 Similarity,0.37796447299999997,Review 201 Similarity,0.40824829,"{'neg': 0.07, 'neu': 0.609, 'pos': 0.321, 'compound': 0.9486}",0.9486,pos
362,40,Although the hotel is a taxi ride away from the old city we wanted somewhere relaxing to stay. The room was very comfortable with quiet air-conditioning. Lovely pool and public areas. In the main the staff are excellent. The only problem we had concerned breakfast where depending on who you spoke to a different answer ensued. Everything was resolved satisfactorily.,Hilton Nicosia,,,Review 467 Similarity,0.37796447299999997,Review 208 Similarity,0.40824829,"{'neg': 0.037, 'neu': 0.705, 'pos': 0.257, 'compound': 0.9422}",0.9422,pos
363,50,This is now the only Hilton in Cyprus as the other has been taken over. I was upgraded to a king executive plus room which was spacious and modern. The executive lounge literally opened the night if my stay- a little way to go with what is offered but it was the first night after all. The new lounge itself is modern. Nd stylish. Breakfast was excellent. I recommend this hotel for both business and leisure.,Hilton Nicosia,,,Review 16 Similarity,0.283473355,Review 390 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.8519}",0.8519,pos
364,40,"Spacious rooms, beautiful and very big pool where you can swim, excellent breakfast and very well equipped fitness centre. It 's a pity you have to pay for WiFi in your room.The staff was helpful and we enjoyed our stay.",Hilton Nicosia,,,Review 585 Similarity,0.267261242,Review 423 Similarity,0.40824829,"{'neg': 0.068, 'neu': 0.584, 'pos': 0.348, 'compound': 0.9419}",0.9419,pos
366,50,"Amazing rooms, amazing service. Cosy, relaxing rooms, combines holiday spirit for families with professional elegance suitable for business meetings. Incredible variety for breakfast including local delicacies apart from standard tastes. Ideal for social events, many marriages took place during my last stay!",Hilton Nicosia,,,Review 132 Similarity,0.188982237,Review 503 Similarity,0.40824829,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.9682}",0.9682,pos
367,30,"Most expensive 4stars in Cyprus and yet the bathroom is outdated, typical Hilton style, small bathroom, old fashion bath curtain.For 140pounds vs other 4stars at 60-100 pounds, this is obviously overpriced. Just benefited from Hilton brand. Service is ok, room is big and clean, but too dark. TV is mostly Cypriot. Locker for indoor pool is old version, hard to use and the instruction are in cypriot.",Hilton Nicosia,,,Review 307 Similarity,0.188982237,Review 507 Similarity,0.40824829,"{'neg': 0.023, 'neu': 0.927, 'pos': 0.05, 'compound': 0.2144}",0.2144,pos
368,30,"rooms need absolutely renovation ,room deco, lights, bathroom ,carpetslook like 20-30 y old,only bed is acceptable, towels you must carefuly use as u risk to scracth your skin, to save in bathroom i used the torch of my I phone !!!!!",Hilton Nicosia,,,Review 374 Similarity,0.188982237,Review 510 Similarity,0.40824829,"{'neg': 0.047, 'neu': 0.745, 'pos': 0.207, 'compound': 0.7946}",0.7946,pos
369,50,As always my staying at the Hilton Park Nicosia was perfect . Very kind people at the front desk . The breakfast full of different choices even for the very demanding . the room clean and the stuff at the lobby very helpful .,Hilton Nicosia,,,Review 378 Similarity,0.188982237,Review 511 Similarity,0.40824829,"{'neg': 0.043, 'neu': 0.674, 'pos': 0.283, 'compound': 0.902}",0.902,pos
370,40,"So it is no secret that I am used to hotels above average and therefore tend to have quite high expectations for this kind of hotels. I have to say that at first I was really put off by the common toilets near the reception - dirty toilet paper was on the floor in every cabin and the overall look was something I'd rather expect at an airport or bus station toilet.Also my room turned out to be a little gloomy and outdated.However, after few days, the hotel grew on me. I did not spend much time in my room but instead enjoyed the breakfast area, the food, the lobby and the beautiful pool area.I loved that the pool was open 24/7 so I always found a time to have a lovely refreshing swim. Also I was really happy to see that in the lobby they had a bookshelf - a simple way to make every traveller feel at home and find themselves an interesting book for a few hours.And you know what made me really appreciate this hotel - when I asked for an EU adapter from the reception, they gave me one! This is really exceptional!I was a little disappointed that they did not have a bathrobe in the room so I had to dress every time I wanted to go for a swim, but may be if I had asked them, they would have helped me. Don't know as I did not ask.Overall I would definitely stay there again, ask for a bathrobe, an upgrade and spend a week more!",Hilton Nicosia,,,Review 236 Similarity,0.32566947399999996,Review 326 Similarity,0.402015126,"{'neg': 0.042, 'neu': 0.823, 'pos': 0.135, 'compound': 0.9836}",0.9836,pos
371,50,"Excellent service, welcome reception, room is big enough with comfortable bed and large bathroom, nice spacious pool, gym is well equipped with personnel to guide and help with your training, breakfast is excellent. The entire hotel area is very clean. There are excellent restaurants near by.",Hilton Nicosia,,,Review 66 Similarity,0.349927106,Review 266 Similarity,0.397359707,"{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.9798}",0.9798,pos
372,30,"I am writing this review live while I am still here. Unfortunately this beautiful hotel, has quite a few service issues! They are understaffed. The staff on duty is amazing but shorthanded. We have had to go look for someone to order from in their lobby on a number of occasions and two salads took over an hour to come. The waitress was sincerely apologetic but €16 for a salad should come with great service at great speed. I write this review with a heavy heart because this is truly a great place with service issues that remain unresolved.",Hilton Nicosia,,,Review 165 Similarity,0.298807152,Review 374 Similarity,0.387298335,"{'neg': 0.015, 'neu': 0.7, 'pos': 0.286, 'compound': 0.9865}",0.9865,pos
